name_ko,name_en,tasting_note,roasting,process,variety,altitude,washing_station,region,release_ym,category,no,sensory_narrative
콜롬비아 벨라 비스타,COLOMBIA BELLA VISTA,"청사과, 라임제스트, 애플민트",미디엄 라이트,무산소 워시드,핑크 버번,"1,540 MASL",,,2024년 8월,싱글오리진,363.0,"이 커피에서는 청사과가 먼저 맑게 피어나고, 이어 라임제스트가 부드럽게 겹쳐지며 첫인상을 형성합니다. 발효에서 비롯된 입체적인 인상이 더해져 향미의 층위가 한층 깊어지고 중반부로 갈수록 애플민트를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 핑크 버번이 보여 주는 화사한 향과 달콤한 산미가 컵의 인상을 더욱 세련되게 만듭니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에콰도르 테라자스 델 피스케,ECUADOR TERRAZAS DEL PISQUE,"자몽, 크랜베리, 사탕수수, 홍차",미디엄 라이트,워시드,파카마라,"2,100 MASL",,,2024년 8월,싱글오리진,364.0,"이 커피에서는 자몽이 먼저 맑게 피어나고, 이어 크랜베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 사탕수수를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 파카마라 특유의 넓은 향의 폭과 구조감이 컵의 존재감을 한층 크게 만듭니다. 높은 재배고도는 향을 더욱 선명하고 입체적으로 드러내며, 산미를 맑고 길게 이어지게 합니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
브라질 시티우 바테이아,,"파파야, 레몬밤, 사과, 호박차",미디엄 라이트,펄프드 내추럴,옐로우 카투카이,930 MASL,,,2024년 8월,싱글오리진,362.0,"이 커피에서는 파파야가 먼저 맑게 피어나고, 이어 레몬밤이 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 사과를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 옐로우 카투카이 품종이 지닌 고유한 성격이 컵의 개성을 또렷하게 만들어 줍니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
콜롬비아 엘 플라세,COLOMBIA EL PLACER,"캐러멜, 피칸, 애플파이",미디엄,워시드,"카스티요, 콜롬비아, 카투라","1,650-2,000 MASL",,,2024년 8월,싱글오리진,361.0,"이 커피에서는 캐러멜이 먼저 맑게 피어나고, 이어 피칸이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 애플파이를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투라가 지닌 정돈된 산미와 단맛의 균형이 컵을 안정감 있게 이끕니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
페루 엘 미라도르,PERU EL MIRADOR,"대추야자, 자두, 사과, 모과",미디엄 라이트,워시드,부르본 데 콜라세이,"1,900-2,000 MASL",,,2024년 8월,싱글오리진,360.0,"이 커피에서는 대추야자가 먼저 맑게 피어나고, 이어 자두가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 사과를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 부르본 데 콜라세이 품종이 지닌 고유한 성격이 컵의 개성을 또렷하게 만들어 줍니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 반코 고티티,ETHIOPIA BANKO GOTITI,"백도, 청귤, 백차",라이트,워시드,토착종,"1,900-2,200 MASL",,,2024년 8월,싱글오리진,359.0,"이 커피에서는 백도가 먼저 맑게 피어나고, 이어 청귤이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 백차를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 에티오피아 계열 품종 특유의 야생화 같은 향과 복합성이 잔 안에서 자연스럽게 펼쳐집니다. 높은 재배고도는 향을 더욱 선명하고 입체적으로 드러내며, 산미를 맑고 길게 이어지게 합니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
에티오피아 우쉬우쉬,ETHIOPIA WUSH WUSH,"재스민, 홍차 시럽, 레몬 캔디",미디엄 라이트,워시드,토착종,"1,850-1,950 MASL",,,2024년 7월,,,"이 커피에서는 재스민이 먼저 맑게 피어나고, 이어 홍차 시럽이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 레몬 캔디를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 에티오피아 계열 품종 특유의 야생화 같은 향과 복합성이 잔 안에서 자연스럽게 펼쳐집니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 깨끗하고 화사하게 정리되며, 잔향에는 꽃 향기 같은 가벼운 울림이 오래 남습니다. 섬세한 향의 결와 맑은 산미를 선호하시는 분들께 특히 인상적으로 다가갈 원두입니다."
케냐 기키리마 #012,,"자몽, 구운 파인애플, 망고, 황도",미디엄 라이트,워시드,"SL28, SL34, BATIAN, RUIRU11","1,700 MASL",,,2024년 7월,싱글오리진,344.0,"이 커피에서는 자몽이 먼저 맑게 피어나고, 이어 구운 파인애플이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 망고를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. SL 계열 품종이 만들어 내는 선명한 산미와 짙은 과실감이 컵의 중심을 또렷하게 세웁니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
에티오피아 체초 비타,ETHIOPIA CHECHO BITA,"캐모마일, 야생 꿀, 레드페퍼, 블랙커런트",미디엄 라이트,내추럴,토착종,"1,880-2,000 MASL",,,2024년 7월,싱글오리진,341.0,"이 커피에서는 캐모마일이 먼저 맑게 피어나고, 이어 야생 꿀이 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 레드페퍼를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 에티오피아 계열 품종 특유의 야생화 같은 향과 복합성이 잔 안에서 자연스럽게 펼쳐집니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
콜롬비아 트로피칼 와일드,COLOMBIA TROPICAL WILD,"리치, 망고, 체리, 자두",미디엄 라이트,무산소 내추럴,카스티요,"1,400-1,450 MASL",,,2024년 7월,싱글오리진,358.0,"이 커피에서는 리치가 먼저 맑게 피어나고, 이어 망고가 부드럽게 겹쳐지며 첫인상을 형성합니다. 발효에서 비롯된 입체적인 인상이 더해져 향미의 층위가 한층 깊어지고 중반부로 갈수록 체리를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카스티요가 보여 주는 안정적인 단맛과 부드러운 컵 프로파일이 밸런스를 잘 받쳐 줍니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
페루 엘 로메리요,PERU EL ROMERILLO,"구운 마시멜로, 배즙, 초콜릿, 감귤",미디엄,워시드,"버번, 카투라","1,800-1,900 MASL",,,2024년 7월,싱글오리진,357.0,"이 커피에서는 구운 마시멜로가 먼저 맑게 피어나고, 이어 배즙이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 초콜릿을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
케냐 티리쿠,KENYA THIRIKU,"망고, 캔디드 오렌지, 블랙커런트",,워시드,"SL28, RUIRU11, BATIAN",,,,2023년 1월,싱글오리진,298.0,"이 커피에서는 망고가 먼저 맑게 피어나고, 이어 캔디드 오렌지가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 블랙커런트를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. SL 계열 품종이 만들어 내는 선명한 산미와 짙은 과실감이 컵의 중심을 또렷하게 세웁니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
콜롬비아 비야 베툴리아,COLOMBIA VILLA BETULIA,"애플 파이, 버터 스카치 캔디",,워시드,카투라,,,,2023년 1월,싱글오리진,297.0,"이 커피에서는 애플 파이가 먼저 맑게 피어나고, 이어 버터 스카치 캔디가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투라가 지닌 정돈된 산미와 단맛의 균형이 컵을 안정감 있게 이끕니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 다바예,ETHIOPIA DABAYE,"아카시아 꿀, 라일락, 백도",,워시드,토착종,,,,2023년 1월,싱글오리진,296.0,"이 커피에서는 아카시아 꿀이 먼저 맑게 피어나고, 이어 라일락이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 백도를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 에티오피아 계열 품종 특유의 야생화 같은 향과 복합성이 잔 안에서 자연스럽게 펼쳐집니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 깨끗하고 화사하게 정리되며, 잔향에는 꽃 향기 같은 가벼운 울림이 오래 남습니다. 섬세한 향의 결와 맑은 산미를 선호하시는 분들께 특히 인상적으로 다가갈 원두입니다."
콜롬비아 비야로아,COLOMBIA VILLAROA,"크랜베리, 라즈베리, 피노 누아",,무산소 내추럴,버번 아히(Bourbon Aji),,,,2023년 2월,싱글오리진,301.0,"이 커피에서는 크랜베리가 먼저 맑게 피어나고, 이어 라즈베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 발효에서 비롯된 입체적인 인상이 더해져 향미의 층위가 한층 깊어지고 중반부로 갈수록 피노 누아를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
엘살바도르 놈브레 데 디오스,EL SALVADOR NOMBRE DE DIOS,"헤이즐넛, 초콜릿, 캐러멜",,워시드,버번,,,,2023년 2월,싱글오리진,300.0,"이 커피에서는 헤이즐넛이 먼저 맑게 피어나고, 이어 초콜릿이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 캐러멜을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
에티오피아 데메카 베차,ETHIOPIA DEMEKA BECHA,"복숭아, 라벤더, 바닐라",,워시드,토착종,,,,2023년 2월,싱글오리진,299.0,"이 커피에서는 복숭아가 먼저 맑게 피어나고, 이어 라벤더가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 바닐라를 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 에티오피아 계열 품종 특유의 야생화 같은 향과 복합성이 잔 안에서 자연스럽게 펼쳐집니다. 고도에서 오는 인상도 전체 컵을 균형감 있게 받쳐 줍니다. 끝맛은 깨끗하고 화사하게 정리되며, 잔향에는 꽃 향기 같은 가벼운 울림이 오래 남습니다. 섬세한 향의 결와 맑은 산미를 선호하시는 분들께 특히 인상적으로 다가갈 원두입니다."
